mapping_name,comparison_scope,source_system,source_product,target_system,target_product,relationship_semantics,notes
leap_to_ninth,NINTH,LEAP,Industrial waste,NINTH,16_02_industrial_waste,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Kerosene,NINTH,07_06_kerosene,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Kerosene type jet fuel,NINTH,07_x_jet_fuel,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,LPG,NINTH,07_09_lpg,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Lignite,NINTH,01_05_lignite,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Lubricants,NINTH,07_x_other_petroleum_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Motor gasoline,NINTH,07_01_motor_gasoline,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Municipal solid waste non renewable,NINTH,16_04_municipal_solid_waste_nonrenewable,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Municipal solid waste renewable,NINTH,16_03_municipal_solid_waste_renewable,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Natural gas,NINTH,08_01_natural_gas,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Natural gas liquids,NINTH,06_02_natural_gas_liquids,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other biomass,NINTH,15_05_other_biomass,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other bituminous coal,NINTH,01_x_thermal_coal,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other liquid biofuels,NINTH,16_08_other_liquid_biofuels,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other sources,NINTH,16_09_other_sources,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Patent fuel,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Peat,NINTH,03_peat,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Peat products,NINTH,04_peat_products,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Sub bituminous coal,NINTH,01_x_thermal_coal,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Anthracite,NINTH,01_x_thermal_coal,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,BKB and PB,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Blast furnace gas,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Coal tar,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Coke oven gas,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Gas works gas,NINTH,08_03_gas_works_gas,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other recovered gases,NINTH,02_coal_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Solar nonspecified,NINTH,12_solar_unallocated,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Solar nonspecified,NINTH,12_x_other_solar,one_to_many,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Ammonia,NINTH,16_x_ammonia,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Bitumen,NINTH,07_x_other_petroleum_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Black liquor,NINTH,15_04_black_liquor,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Gasoline type jet fuel,NINTH,07_x_jet_fuel,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Naphtha,NINTH,07_03_naphtha,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Nuclear,NINTH,09_nuclear,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Other products,NINTH,07_x_other_petroleum_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Petroleum coke,NINTH,07_x_other_petroleum_products,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Refinery feedstocks,NINTH,06_x_other_hydrocarbons,many_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Refinery gas not liquefied,NINTH,07_10_refinery_gas_not_liquefied,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Ethane,NINTH,07_11_ethane,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Bio jet kerosene,NINTH,16_07_bio_jet_kerosene,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,LNG,NINTH,08_02_lng,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Efuel,NINTH,16_x_efuel,one_to_one,Derived from active reviewed pair mappings; prototype only.
leap_to_ninth,NINTH,LEAP,Hydro,NINTH,10_hydro,one_to_one,Derived from active reviewed pair mappings; prototype only.
