mapping_name,comparison_scope,source_system,source_flow,source_product,target_system,target_flow,target_product,relationship_status,target_pair_registry_status
leap_to_esto,BOTH,LEAP,Imports,Kerosene type jet fuel,ESTO,02 Imports,07.05 Kerosene type jet fuel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,LNG,ESTO,02 Imports,08.02 LNG,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,LPG,ESTO,02 Imports,07.08 Fuel oil,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,LPG,ESTO,02 Imports,07.09 LPG,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Lignite,ESTO,02 Imports,01.04 Anthracite,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Lignite,ESTO,02 Imports,01.05 Lignite,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Lubricants,ESTO,02 Imports,07.13 Lubricants,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Motor gasoline,ESTO,02 Imports,02.08 BKB/PB,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Motor gasoline,ESTO,02 Imports,07.01 Motor gasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Municipal solid waste non renewable,ESTO,02 Imports,16.04 Municipal solid waste (non-renewable),current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Municipal solid waste renewable,ESTO,02 Imports,16.03 Municipal solid waste (renewable),current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Naphtha,ESTO,02 Imports,07.03 Naphtha,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Natural gas,ESTO,02 Imports,07.09 LPG,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Natural gas,ESTO,02 Imports,08.01 Natural gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Natural gas liquids,ESTO,02 Imports,06.02 Natural gas liquids,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Nuclear,ESTO,02 Imports,09 Nuclear,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Oil shale and oil sands,ESTO,02 Imports,05 Oil shale and oil sands,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Other biomass,ESTO,02 Imports,15.03 Charcoal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Other biomass,ESTO,02 Imports,15.05 Other biomass,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Other bituminous coal,ESTO,02 Imports,01.02 Other bituminous coal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Other hydrocarbons,ESTO,02 Imports,06.05 Other hydrocarbons,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Other liquid biofuels,ESTO,02 Imports,16.08 Other liquid biofuels,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Other products,ESTO,02 Imports,07.17 Other products,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Other recovered gases,ESTO,02 Imports,02.05 Other recovered gases,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Other sources,ESTO,02 Imports,16.09 Other sources,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Paraffin waxes,ESTO,02 Imports,07.15 Paraffin waxes,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Patent fuel,ESTO,02 Imports,02.05 Other recovered gases,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Patent fuel,ESTO,02 Imports,02.06 Patent fuel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Peat,ESTO,02 Imports,03 Peat,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Peat products,ESTO,02 Imports,03 Peat,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Peat products,ESTO,02 Imports,04 Peat products,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,PetProd nonspecified,ESTO,02 Imports,07.99 PetProd nonspecified,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Petroleum coke,ESTO,02 Imports,07.16 Petroleum coke,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Refinery feedstocks,ESTO,02 Imports,06.03 Refinery feedstocks,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Refinery gas not liquefied,ESTO,02 Imports,07.10 Refinery gas (not liquefied),current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Solar nonspecified,ESTO,02 Imports,12.99 Solar nonspecified,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Solar photovoltaics,ESTO,02 Imports,12.01 of which: Photovoltaics,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,Sub bituminous coal,ESTO,02 Imports,01.02 Other bituminous coal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Imports,Sub bituminous coal,ESTO,02 Imports,01.03 Sub-bituminous coal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Tide wave ocean,ESTO,02 Imports,"13 Tide, wave, ocean",current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Imports,White spirit SBP,ESTO,02 Imports,07.12 White spirit SBP,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Imports,Wind,ESTO,02 Imports,14 Wind,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Anthracite,ESTO,14 Industry sector,01.03 Sub-bituminous coal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Anthracite,ESTO,14 Industry sector,01.04 Anthracite,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Aviation gasoline,ESTO,14 Industry sector,07.01 Motor gasoline,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Aviation gasoline,ESTO,14 Industry sector,07.02 Aviation gasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,BKB and PB,ESTO,14 Industry sector,02.07 Coal tar,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,BKB and PB,ESTO,14 Industry sector,02.08 BKB/PB,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Bagasse,ESTO,14 Industry sector,04 Peat products,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Bagasse,ESTO,14 Industry sector,15.02 Bagasse,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Bio jet kerosene,ESTO,14 Industry sector,16.07 Bio jet kerosene,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Biodiesel,ESTO,14 Industry sector,16.05 Biogasoline,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Biodiesel,ESTO,14 Industry sector,16.06 Biodiesel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Biogas,ESTO,14 Industry sector,15.05 Other biomass,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Biogas,ESTO,14 Industry sector,16.01 Biogas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Biogasoline,ESTO,14 Industry sector,16.04 Municipal solid waste (non-renewable),extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Biogasoline,ESTO,14 Industry sector,16.05 Biogasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Bitumen,ESTO,14 Industry sector,07.14 Bitumen,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Black liquor,ESTO,14 Industry sector,15.04 Black liquor,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Blast furnace gas,ESTO,14 Industry sector,02.03 Coke oven gas,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Blast furnace gas,ESTO,14 Industry sector,02.04 Blast furnace gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Charcoal,ESTO,14 Industry sector,15.01 Fuelwood & woodwaste,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Charcoal,ESTO,14 Industry sector,15.03 Charcoal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Coal nonspecified,ESTO,14 Industry sector,01.99 Coal nonspecified,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Coal tar,ESTO,14 Industry sector,02.06 Patent fuel,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Coal tar,ESTO,14 Industry sector,02.07 Coal tar,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Coke oven coke,ESTO,14 Industry sector,01.05 Lignite,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Coke oven coke,ESTO,14 Industry sector,02.01 Coke oven coke,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Coke oven gas,ESTO,14 Industry sector,02.01 Coke oven coke,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Coke oven gas,ESTO,14 Industry sector,02.03 Coke oven gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Electricity,ESTO,14 Industry sector,17 Electricity,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Ethane,ESTO,14 Industry sector,07.11 Ethane,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Fuel oil,ESTO,14 Industry sector,07.07 Gas/diesel oil,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Fuel oil,ESTO,14 Industry sector,07.08 Fuel oil,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Fuelwood and woodwaste,ESTO,14 Industry sector,12.99 Solar nonspecified,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Fuelwood and woodwaste,ESTO,14 Industry sector,15.01 Fuelwood & woodwaste,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Gas and diesel oil,ESTO,14 Industry sector,07.06 Kerosene,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Gas and diesel oil,ESTO,14 Industry sector,07.07 Gas/diesel oil,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Gas coke,ESTO,14 Industry sector,02.02 Gas coke,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Gasoline type jet fuel,ESTO,14 Industry sector,07.04 Gasoline type jet fuel,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Heat,ESTO,14 Industry sector,17 Electricity,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Heat,ESTO,14 Industry sector,18 Heat,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Hydrogen,ESTO,14 Industry sector,16.06 Biodiesel,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Hydrogen,ESTO,14 Industry sector,16.12 Hydrogen,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Industrial waste,ESTO,14 Industry sector,16.01 Biogas,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Industrial waste,ESTO,14 Industry sector,16.02 Industrial waste,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Kerosene,ESTO,14 Industry sector,07.05 Kerosene type jet fuel,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Kerosene,ESTO,14 Industry sector,07.06 Kerosene,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Kerosene type jet fuel,ESTO,14 Industry sector,07.02 Aviation gasoline,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Kerosene type jet fuel,ESTO,14 Industry sector,07.05 Kerosene type jet fuel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,LPG,ESTO,14 Industry sector,07.08 Fuel oil,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,LPG,ESTO,14 Industry sector,07.09 LPG,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Lignite,ESTO,14 Industry sector,01.04 Anthracite,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Lignite,ESTO,14 Industry sector,01.05 Lignite,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Lubricants,ESTO,14 Industry sector,07.13 Lubricants,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Motor gasoline,ESTO,14 Industry sector,02.08 BKB/PB,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Motor gasoline,ESTO,14 Industry sector,07.01 Motor gasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Municipal solid waste non renewable,ESTO,14 Industry sector,16.03 Municipal solid waste (renewable),extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Municipal solid waste non renewable,ESTO,14 Industry sector,16.04 Municipal solid waste (non-renewable),exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Municipal solid waste renewable,ESTO,14 Industry sector,16.02 Industrial waste,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Municipal solid waste renewable,ESTO,14 Industry sector,16.03 Municipal solid waste (renewable),exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Naphtha,ESTO,14 Industry sector,07.03 Naphtha,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Natural gas,ESTO,14 Industry sector,07.09 LPG,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Natural gas,ESTO,14 Industry sector,08.01 Natural gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other biomass,ESTO,14 Industry sector,15.03 Charcoal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other biomass,ESTO,14 Industry sector,15.05 Other biomass,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other bituminous coal,ESTO,14 Industry sector,01.02 Other bituminous coal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other liquid biofuels,ESTO,14 Industry sector,16.08 Other liquid biofuels,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other products,ESTO,14 Industry sector,07.17 Other products,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other recovered gases,ESTO,14 Industry sector,02.04 Blast furnace gas,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other recovered gases,ESTO,14 Industry sector,02.05 Other recovered gases,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Other sources,ESTO,14 Industry sector,16.09 Other sources,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Paraffin waxes,ESTO,14 Industry sector,07.15 Paraffin waxes,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Patent fuel,ESTO,14 Industry sector,02.05 Other recovered gases,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Patent fuel,ESTO,14 Industry sector,02.06 Patent fuel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,PetProd nonspecified,ESTO,14 Industry sector,07.99 PetProd nonspecified,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry,Petroleum coke,ESTO,14 Industry sector,07.16 Petroleum coke,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Refinery gas not liquefied,ESTO,14 Industry sector,07.10 Refinery gas (not liquefied),exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,Sub bituminous coal,ESTO,14 Industry sector,01.02 Other bituminous coal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry,Sub bituminous coal,ESTO,14 Industry sector,01.03 Sub-bituminous coal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry,White spirit SBP,ESTO,14 Industry sector,07.12 White spirit SBP,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Anthracite,ESTO,14.02 Construction,01.03 Sub-bituminous coal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Anthracite,ESTO,14.02 Construction,01.04 Anthracite,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Bagasse,ESTO,14.02 Construction,15.02 Bagasse,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Bio jet kerosene,ESTO,14.02 Construction,16.07 Bio jet kerosene,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Biodiesel,ESTO,14.02 Construction,16.06 Biodiesel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Biogas,ESTO,14.02 Construction,15.05 Other biomass,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Biogas,ESTO,14.02 Construction,16.01 Biogas,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Biogasoline,ESTO,14.02 Construction,16.04 Municipal solid waste (non-renewable),extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Biogasoline,ESTO,14.02 Construction,16.05 Biogasoline,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Black liquor,ESTO,14.02 Construction,15.04 Black liquor,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Charcoal,ESTO,14.02 Construction,15.03 Charcoal,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Coke oven coke,ESTO,14.02 Construction,01.05 Lignite,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Coke oven coke,ESTO,14.02 Construction,02.01 Coke oven coke,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Electricity,ESTO,14.02 Construction,17 Electricity,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Fuel oil,ESTO,14.02 Construction,07.07 Gas/diesel oil,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Fuel oil,ESTO,14.02 Construction,07.08 Fuel oil,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Fuelwood and woodwaste,ESTO,14.02 Construction,15.01 Fuelwood & woodwaste,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Gas and diesel oil,ESTO,14.02 Construction,07.06 Kerosene,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Gas and diesel oil,ESTO,14.02 Construction,07.07 Gas/diesel oil,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Heat,ESTO,14.02 Construction,17 Electricity,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Heat,ESTO,14.02 Construction,18 Heat,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Industrial waste,ESTO,14.02 Construction,16.02 Industrial waste,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Kerosene,ESTO,14.02 Construction,07.05 Kerosene type jet fuel,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Kerosene,ESTO,14.02 Construction,07.06 Kerosene,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Kerosene type jet fuel,ESTO,14.02 Construction,07.02 Aviation gasoline,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Kerosene type jet fuel,ESTO,14.02 Construction,07.05 Kerosene type jet fuel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,LPG,ESTO,14.02 Construction,07.08 Fuel oil,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,LPG,ESTO,14.02 Construction,07.09 LPG,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Lignite,ESTO,14.02 Construction,01.04 Anthracite,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Lignite,ESTO,14.02 Construction,01.05 Lignite,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Motor gasoline,ESTO,14.02 Construction,02.08 BKB/PB,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Motor gasoline,ESTO,14.02 Construction,07.01 Motor gasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Municipal solid waste non renewable,ESTO,14.02 Construction,16.03 Municipal solid waste (renewable),extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Municipal solid waste non renewable,ESTO,14.02 Construction,16.04 Municipal solid waste (non-renewable),exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Municipal solid waste renewable,ESTO,14.02 Construction,16.02 Industrial waste,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Municipal solid waste renewable,ESTO,14.02 Construction,16.03 Municipal solid waste (renewable),exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Natural gas,ESTO,14.02 Construction,07.09 LPG,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Natural gas,ESTO,14.02 Construction,08.01 Natural gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Other biomass,ESTO,14.02 Construction,15.05 Other biomass,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Other bituminous coal,ESTO,14.02 Construction,01.02 Other bituminous coal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Other liquid biofuels,ESTO,14.02 Construction,16.08 Other liquid biofuels,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Construction,Other products,ESTO,14.02 Construction,07.17 Other products,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Construction,Other sources,ESTO,14.02 Construction,16.09 Other sources,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Anthracite,ESTO,14.03 Manufacturing,01.03 Sub-bituminous coal,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Anthracite,ESTO,14.03 Manufacturing,01.04 Anthracite,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Aviation gasoline,ESTO,14.03 Manufacturing,07.01 Motor gasoline,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Aviation gasoline,ESTO,14.03 Manufacturing,07.02 Aviation gasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,BKB and PB,ESTO,14.03 Manufacturing,02.07 Coal tar,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,BKB and PB,ESTO,14.03 Manufacturing,02.08 BKB/PB,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Bagasse,ESTO,14.03 Manufacturing,04 Peat products,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Bagasse,ESTO,14.03 Manufacturing,15.02 Bagasse,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Bio jet kerosene,ESTO,14.03 Manufacturing,16.07 Bio jet kerosene,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Biodiesel,ESTO,14.03 Manufacturing,16.05 Biogasoline,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Biodiesel,ESTO,14.03 Manufacturing,16.06 Biodiesel,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Biogas,ESTO,14.03 Manufacturing,15.05 Other biomass,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Biogas,ESTO,14.03 Manufacturing,16.01 Biogas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Biogasoline,ESTO,14.03 Manufacturing,16.04 Municipal solid waste (non-renewable),extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Biogasoline,ESTO,14.03 Manufacturing,16.05 Biogasoline,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Bitumen,ESTO,14.03 Manufacturing,07.14 Bitumen,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Black liquor,ESTO,14.03 Manufacturing,15.04 Black liquor,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Blast furnace gas,ESTO,14.03 Manufacturing,02.03 Coke oven gas,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Blast furnace gas,ESTO,14.03 Manufacturing,02.04 Blast furnace gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Charcoal,ESTO,14.03 Manufacturing,15.01 Fuelwood & woodwaste,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Charcoal,ESTO,14.03 Manufacturing,15.03 Charcoal,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coal nonspecified,ESTO,14.03 Manufacturing,01.99 Coal nonspecified,current_relationship_not_compiled,zero_only
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coal tar,ESTO,14.03 Manufacturing,02.06 Patent fuel,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coal tar,ESTO,14.03 Manufacturing,02.07 Coal tar,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coke oven coke,ESTO,14.03 Manufacturing,01.05 Lignite,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coke oven coke,ESTO,14.03 Manufacturing,02.01 Coke oven coke,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coke oven gas,ESTO,14.03 Manufacturing,02.01 Coke oven coke,extra_factorised_relationship,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Coke oven gas,ESTO,14.03 Manufacturing,02.03 Coke oven gas,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Electricity,ESTO,14.03 Manufacturing,17 Electricity,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Ethane,ESTO,14.03 Manufacturing,07.11 Ethane,exact_relationship_match,data_valid
leap_to_esto,BOTH,LEAP,Industry/Manufacturing,Fuel oil,ESTO,14.03 Manufacturing,07.07 Gas/diesel oil,extra_factorised_relationship,data_valid
