comparison_scope,component_esto_flow,component_esto_product,current_component_signature,compiled_component_signature,membership_status
esto_leap,14.02 Construction,08.01 Natural gas,14.02 Construction::08.01 Natural gas,14.02 Construction::08.01 Natural gas,unchanged
esto_leap,14.02 Construction,15.01 Fuelwood & woodwaste,14.02 Construction::15.01 Fuelwood & woodwaste,14.02 Construction::15.01 Fuelwood & woodwaste,unchanged
esto_leap,14.02 Construction,15.02 Bagasse,14.02 Construction::15.02 Bagasse,14.02 Construction::15.02 Bagasse,unchanged
esto_leap,14.02 Construction,15.03 Charcoal,14.02 Construction::15.03 Charcoal,14.02 Construction::15.03 Charcoal,unchanged
esto_leap,14.02 Construction,15.04 Black liquor,14.02 Construction::15.04 Black liquor,14.02 Construction::15.04 Black liquor,unchanged
esto_leap,14.02 Construction,15.05 Other biomass,14.02 Construction::15.05 Other biomass,14.02 Construction::15.05 Other biomass,unchanged
esto_leap,14.02 Construction,16.01 Biogas,14.02 Construction::16.01 Biogas,14.02 Construction::16.01 Biogas,unchanged
esto_leap,14.02 Construction,16.02 Industrial waste,14.02 Construction::16.02 Industrial waste,14.02 Construction::16.02 Industrial waste,unchanged
esto_leap,14.02 Construction,16.03 Municipal solid waste (renewable),14.02 Construction::16.03 Municipal solid waste (renewable),14.02 Construction::16.03 Municipal solid waste (renewable),unchanged
esto_leap,14.02 Construction,16.04 Municipal solid waste (non-renewable),14.02 Construction::16.04 Municipal solid waste (non-renewable),14.02 Construction::16.04 Municipal solid waste (non-renewable),unchanged
esto_leap,14.02 Construction,16.05 Biogasoline,14.02 Construction::16.05 Biogasoline,14.02 Construction::16.05 Biogasoline,unchanged
esto_leap,14.02 Construction,16.06 Biodiesel,14.02 Construction::16.06 Biodiesel,14.02 Construction::16.06 Biodiesel,unchanged
esto_leap,14.02 Construction,16.07 Bio jet kerosene,14.02 Construction::16.07 Bio jet kerosene,14.02 Construction::16.07 Bio jet kerosene,unchanged
esto_leap,14.02 Construction,16.08 Other liquid biofuels,14.02 Construction::16.08 Other liquid biofuels,14.02 Construction::16.08 Other liquid biofuels,unchanged
esto_leap,14.02 Construction,16.09 Other sources,14.02 Construction::16.09 Other sources,14.02 Construction::16.09 Other sources,unchanged
esto_leap,14.02 Construction,17 Electricity,14.02 Construction::17 Electricity,14.02 Construction::17 Electricity,unchanged
esto_leap,14.02 Construction,18 Heat,14.02 Construction::18 Heat,14.02 Construction::18 Heat,unchanged
esto_leap,14.03 Manufacturing,01.02 Other bituminous coal,14.03 Manufacturing::01.02 Other bituminous coal,14.03 Manufacturing::01.02 Other bituminous coal,unchanged
esto_leap,14.03 Manufacturing,01.03 Sub-bituminous coal,14.03 Manufacturing::01.03 Sub-bituminous coal,14.03 Manufacturing::01.03 Sub-bituminous coal,unchanged
esto_leap,14.03 Manufacturing,01.04 Anthracite,14.03 Manufacturing::01.04 Anthracite,14.03 Manufacturing::01.04 Anthracite,unchanged
esto_leap,14.03 Manufacturing,01.05 Lignite,14.03 Manufacturing::01.05 Lignite,14.03 Manufacturing::01.05 Lignite,unchanged
esto_leap,14.03 Manufacturing,01.99 Coal nonspecified,14.03 Manufacturing::01.99 Coal nonspecified,14.03 Manufacturing::01.99 Coal nonspecified,unchanged
esto_leap,14.03 Manufacturing,02.01 Coke oven coke,14.03 Manufacturing::02.01 Coke oven coke,14.03 Manufacturing::02.01 Coke oven coke,unchanged
esto_leap,14.03 Manufacturing,02.02 Gas coke,14.03 Manufacturing::02.02 Gas coke,14.03 Manufacturing::02.02 Gas coke,unchanged
esto_leap,14.03 Manufacturing,02.03 Coke oven gas,14.03 Manufacturing::02.03 Coke oven gas,14.03 Manufacturing::02.03 Coke oven gas,unchanged
esto_leap,14.03 Manufacturing,02.04 Blast furnace gas,14.03 Manufacturing::02.04 Blast furnace gas,14.03 Manufacturing::02.04 Blast furnace gas,unchanged
esto_leap,14.03 Manufacturing,02.05 Other recovered gases,14.03 Manufacturing::02.05 Other recovered gases,14.03 Manufacturing::02.05 Other recovered gases,unchanged
esto_leap,14.03 Manufacturing,02.06 Patent fuel,14.03 Manufacturing::02.06 Patent fuel,14.03 Manufacturing::02.06 Patent fuel,unchanged
esto_leap,14.03 Manufacturing,02.07 Coal tar,14.03 Manufacturing::02.07 Coal tar,14.03 Manufacturing::02.07 Coal tar,unchanged
esto_leap,14.03 Manufacturing,02.08 BKB/PB,14.03 Manufacturing::02.08 BKB/PB,14.03 Manufacturing::02.08 BKB/PB,unchanged
esto_leap,14.03 Manufacturing,07.02 Aviation gasoline,14.03 Manufacturing::07.02 Aviation gasoline,14.03 Manufacturing::07.02 Aviation gasoline,unchanged
esto_leap,14.03 Manufacturing,07.03 Naphtha,14.03 Manufacturing::07.03 Naphtha,14.03 Manufacturing::07.03 Naphtha,unchanged
esto_leap,14.03 Manufacturing,07.04 Gasoline type jet fuel,14.03 Manufacturing::07.04 Gasoline type jet fuel,14.03 Manufacturing::07.04 Gasoline type jet fuel,unchanged
esto_leap,14.03 Manufacturing,07.05 Kerosene type jet fuel,14.03 Manufacturing::07.05 Kerosene type jet fuel,14.03 Manufacturing::07.05 Kerosene type jet fuel,unchanged
esto_leap,14.03 Manufacturing,07.06 Kerosene,14.03 Manufacturing::07.06 Kerosene,14.03 Manufacturing::07.06 Kerosene,unchanged
esto_leap,14.03 Manufacturing,07.07 Gas/diesel oil,14.03 Manufacturing::07.07 Gas/diesel oil,14.03 Manufacturing::07.07 Gas/diesel oil,unchanged
esto_leap,14.03 Manufacturing,07.08 Fuel oil,14.03 Manufacturing::07.08 Fuel oil,14.03 Manufacturing::07.08 Fuel oil,unchanged
esto_leap,14.03 Manufacturing,07.09 LPG,14.03 Manufacturing::07.09 LPG,14.03 Manufacturing::07.09 LPG,unchanged
esto_leap,14.03 Manufacturing,07.10 Refinery gas (not liquefied),14.03 Manufacturing::07.10 Refinery gas (not liquefied),14.03 Manufacturing::07.10 Refinery gas (not liquefied),unchanged
esto_leap,14.03 Manufacturing,07.11 Ethane,14.03 Manufacturing::07.11 Ethane,14.03 Manufacturing::07.11 Ethane,unchanged
esto_leap,14.03 Manufacturing,07.12 White spirit SBP,14.03 Manufacturing::07.12 White spirit SBP,14.03 Manufacturing::07.12 White spirit SBP,unchanged
esto_leap,14.03 Manufacturing,07.13 Lubricants,14.03 Manufacturing::07.13 Lubricants,14.03 Manufacturing::07.13 Lubricants,unchanged
esto_leap,14.03 Manufacturing,07.14 Bitumen,14.03 Manufacturing::07.14 Bitumen,14.03 Manufacturing::07.14 Bitumen,unchanged
esto_leap,14.03 Manufacturing,07.15 Paraffin waxes,14.03 Manufacturing::07.15 Paraffin waxes,14.03 Manufacturing::07.15 Paraffin waxes,unchanged
esto_leap,14.03 Manufacturing,07.16 Petroleum coke,14.03 Manufacturing::07.16 Petroleum coke,14.03 Manufacturing::07.16 Petroleum coke,unchanged
esto_leap,14.03 Manufacturing,07.17 Other products,14.03 Manufacturing::07.17 Other products,14.03 Manufacturing::07.17 Other products,unchanged
esto_leap,14.03 Manufacturing,07.99 PetProd nonspecified,14.03 Manufacturing::07.99 PetProd nonspecified,14.03 Manufacturing::07.99 PetProd nonspecified,unchanged
esto_leap,14.03 Manufacturing,08.01 Natural gas,14.03 Manufacturing::08.01 Natural gas,14.03 Manufacturing::08.01 Natural gas,unchanged
esto_leap,14.03 Manufacturing,15.01 Fuelwood & woodwaste,14.03 Manufacturing::15.01 Fuelwood & woodwaste,14.03 Manufacturing::15.01 Fuelwood & woodwaste,unchanged
esto_leap,14.03 Manufacturing,15.02 Bagasse,14.03 Manufacturing::15.02 Bagasse,14.03 Manufacturing::15.02 Bagasse,unchanged
esto_leap,14.03 Manufacturing,15.03 Charcoal,14.03 Manufacturing::15.03 Charcoal,14.03 Manufacturing::15.03 Charcoal,unchanged
esto_leap,14.03 Manufacturing,15.04 Black liquor,14.03 Manufacturing::15.04 Black liquor,14.03 Manufacturing::15.04 Black liquor,unchanged
esto_leap,14.03 Manufacturing,15.05 Other biomass,14.03 Manufacturing::15.05 Other biomass,14.03 Manufacturing::15.05 Other biomass,unchanged
esto_leap,14.03 Manufacturing,16.01 Biogas,14.03 Manufacturing::16.01 Biogas,14.03 Manufacturing::16.01 Biogas,unchanged
esto_leap,14.03 Manufacturing,16.02 Industrial waste,14.03 Manufacturing::16.02 Industrial waste,14.03 Manufacturing::16.02 Industrial waste,unchanged
esto_leap,14.03 Manufacturing,16.03 Municipal solid waste (renewable),14.03 Manufacturing::16.03 Municipal solid waste (renewable),14.03 Manufacturing::16.03 Municipal solid waste (renewable),unchanged
esto_leap,14.03 Manufacturing,16.04 Municipal solid waste (non-renewable),14.03 Manufacturing::16.04 Municipal solid waste (non-renewable),14.03 Manufacturing::16.04 Municipal solid waste (non-renewable),unchanged
esto_leap,14.03 Manufacturing,16.05 Biogasoline,14.03 Manufacturing::16.05 Biogasoline,14.03 Manufacturing::16.05 Biogasoline,unchanged
esto_leap,14.03 Manufacturing,16.06 Biodiesel,14.03 Manufacturing::16.06 Biodiesel,14.03 Manufacturing::16.06 Biodiesel,unchanged
esto_leap,14.03 Manufacturing,16.07 Bio jet kerosene,14.03 Manufacturing::16.07 Bio jet kerosene,14.03 Manufacturing::16.07 Bio jet kerosene,unchanged
esto_leap,14.03 Manufacturing,16.08 Other liquid biofuels,14.03 Manufacturing::16.08 Other liquid biofuels,14.03 Manufacturing::16.08 Other liquid biofuels,unchanged
esto_leap,14.03 Manufacturing,16.09 Other sources,14.03 Manufacturing::16.09 Other sources,14.03 Manufacturing::16.09 Other sources,unchanged
esto_leap,14.03 Manufacturing,16.12 Hydrogen,14.03 Manufacturing::16.12 Hydrogen,14.03 Manufacturing::16.12 Hydrogen,unchanged
esto_leap,14.03 Manufacturing,17 Electricity,14.03 Manufacturing::17 Electricity,14.03 Manufacturing::17 Electricity,unchanged
esto_leap,14.03 Manufacturing,18 Heat,14.03 Manufacturing::18 Heat,14.03 Manufacturing::18 Heat,unchanged
esto_leap,14.03.01 Iron and steel,01.01 Coking coal,14.03.01 Iron and steel::01.01 Coking coal,14.03.01 Iron and steel::01.01 Coking coal,unchanged
esto_leap,14.03.01 Iron and steel,01.02 Other bituminous coal,14.03.01 Iron and steel::01.02 Other bituminous coal,14.03.01 Iron and steel::01.02 Other bituminous coal,unchanged
esto_leap,14.03.01 Iron and steel,01.03 Sub-bituminous coal,14.03.01 Iron and steel::01.03 Sub-bituminous coal,14.03.01 Iron and steel::01.03 Sub-bituminous coal,unchanged
esto_leap,14.03.01 Iron and steel,01.04 Anthracite,14.03.01 Iron and steel::01.04 Anthracite,14.03.01 Iron and steel::01.04 Anthracite,unchanged
esto_leap,14.03.01 Iron and steel,01.99 Coal nonspecified,14.03.01 Iron and steel::01.99 Coal nonspecified,14.03.01 Iron and steel::01.99 Coal nonspecified,unchanged
esto_leap,14.03.01 Iron and steel,02.01 Coke oven coke,14.03.01 Iron and steel::02.01 Coke oven coke,14.03.01 Iron and steel::02.01 Coke oven coke,unchanged
esto_leap,14.03.01 Iron and steel,02.02 Gas coke,14.03.01 Iron and steel::02.02 Gas coke,14.03.01 Iron and steel::02.02 Gas coke,unchanged
esto_leap,14.03.01 Iron and steel,02.03 Coke oven gas,14.03.01 Iron and steel::02.03 Coke oven gas,14.03.01 Iron and steel::02.03 Coke oven gas,unchanged
esto_leap,14.03.01 Iron and steel,02.04 Blast furnace gas,14.03.01 Iron and steel::02.04 Blast furnace gas,14.03.01 Iron and steel::02.04 Blast furnace gas,unchanged
esto_leap,14.03.01 Iron and steel,02.05 Other recovered gases,14.03.01 Iron and steel::02.05 Other recovered gases,14.03.01 Iron and steel::02.05 Other recovered gases,unchanged
esto_leap,14.03.01 Iron and steel,02.06 Patent fuel,14.03.01 Iron and steel::02.06 Patent fuel,14.03.01 Iron and steel::02.06 Patent fuel,unchanged
esto_leap,14.03.01 Iron and steel,02.07 Coal tar,14.03.01 Iron and steel::02.07 Coal tar,14.03.01 Iron and steel::02.07 Coal tar,unchanged
esto_leap,14.03.01 Iron and steel,02.08 BKB/PB,14.03.01 Iron and steel::02.08 BKB/PB,14.03.01 Iron and steel::02.08 BKB/PB,unchanged
esto_leap,14.03.01 Iron and steel,07.01 Motor gasoline,14.03.01 Iron and steel::07.01 Motor gasoline,14.03.01 Iron and steel::07.01 Motor gasoline,unchanged
esto_leap,14.03.01 Iron and steel,07.05 Kerosene type jet fuel,14.03.01 Iron and steel::07.05 Kerosene type jet fuel,14.03.01 Iron and steel::07.05 Kerosene type jet fuel,unchanged
esto_leap,14.03.01 Iron and steel,07.06 Kerosene,14.03.01 Iron and steel::07.06 Kerosene,14.03.01 Iron and steel::07.06 Kerosene,unchanged
esto_leap,14.03.01 Iron and steel,07.07 Gas/diesel oil,14.03.01 Iron and steel::07.07 Gas/diesel oil,14.03.01 Iron and steel::07.07 Gas/diesel oil,unchanged
esto_leap,14.03.01 Iron and steel,07.08 Fuel oil,14.03.01 Iron and steel::07.08 Fuel oil,14.03.01 Iron and steel::07.08 Fuel oil,unchanged
esto_leap,14.03.01 Iron and steel,07.09 LPG,14.03.01 Iron and steel::07.09 LPG,14.03.01 Iron and steel::07.09 LPG,unchanged
esto_leap,14.03.01 Iron and steel,07.10 Refinery gas (not liquefied),14.03.01 Iron and steel::07.10 Refinery gas (not liquefied),14.03.01 Iron and steel::07.10 Refinery gas (not liquefied),unchanged
esto_leap,14.03.01 Iron and steel,07.12 White spirit SBP,14.03.01 Iron and steel::07.12 White spirit SBP,14.03.01 Iron and steel::07.12 White spirit SBP,unchanged
esto_leap,14.03.01 Iron and steel,07.16 Petroleum coke,14.03.01 Iron and steel::07.16 Petroleum coke,14.03.01 Iron and steel::07.16 Petroleum coke,unchanged
esto_leap,14.03.01 Iron and steel,07.17 Other products,14.03.01 Iron and steel::07.17 Other products,14.03.01 Iron and steel::07.17 Other products,unchanged
esto_leap,14.03.01 Iron and steel,08.01 Natural gas,14.03.01 Iron and steel::08.01 Natural gas,14.03.01 Iron and steel::08.01 Natural gas,unchanged
esto_leap,14.03.01 Iron and steel,08.03 Gas works gas,14.03.01 Iron and steel::08.03 Gas works gas,14.03.01 Iron and steel::08.03 Gas works gas,unchanged
esto_leap,14.03.01 Iron and steel,15.01 Fuelwood & woodwaste,14.03.01 Iron and steel::15.01 Fuelwood & woodwaste,14.03.01 Iron and steel::15.01 Fuelwood & woodwaste,unchanged
esto_leap,14.03.01 Iron and steel,15.02 Bagasse,14.03.01 Iron and steel::15.02 Bagasse,14.03.01 Iron and steel::15.02 Bagasse,unchanged
esto_leap,14.03.01 Iron and steel,15.03 Charcoal,14.03.01 Iron and steel::15.03 Charcoal,14.03.01 Iron and steel::15.03 Charcoal,unchanged
esto_leap,14.03.01 Iron and steel,15.04 Black liquor,14.03.01 Iron and steel::15.04 Black liquor,14.03.01 Iron and steel::15.04 Black liquor,unchanged
esto_leap,14.03.01 Iron and steel,15.05 Other biomass,14.03.01 Iron and steel::15.05 Other biomass,14.03.01 Iron and steel::15.05 Other biomass,unchanged
esto_leap,14.03.01 Iron and steel,16.01 Biogas,14.03.01 Iron and steel::16.01 Biogas,14.03.01 Iron and steel::16.01 Biogas,unchanged
esto_leap,14.03.01 Iron and steel,16.02 Industrial waste,14.03.01 Iron and steel::16.02 Industrial waste,14.03.01 Iron and steel::16.02 Industrial waste,unchanged
esto_leap,14.03.01 Iron and steel,16.03 Municipal solid waste (renewable),14.03.01 Iron and steel::16.03 Municipal solid waste (renewable),14.03.01 Iron and steel::16.03 Municipal solid waste (renewable),unchanged
esto_leap,14.03.01 Iron and steel,16.04 Municipal solid waste (non-renewable),14.03.01 Iron and steel::16.04 Municipal solid waste (non-renewable),14.03.01 Iron and steel::16.04 Municipal solid waste (non-renewable),unchanged
esto_leap,14.03.01 Iron and steel,16.05 Biogasoline,14.03.01 Iron and steel::16.05 Biogasoline,14.03.01 Iron and steel::16.05 Biogasoline,unchanged
esto_leap,14.03.01 Iron and steel,16.06 Biodiesel,14.03.01 Iron and steel::16.06 Biodiesel,14.03.01 Iron and steel::16.06 Biodiesel,unchanged
esto_leap,14.03.01 Iron and steel,16.07 Bio jet kerosene,14.03.01 Iron and steel::16.07 Bio jet kerosene,14.03.01 Iron and steel::16.07 Bio jet kerosene,unchanged
esto_leap,14.03.01 Iron and steel,16.08 Other liquid biofuels,14.03.01 Iron and steel::16.08 Other liquid biofuels,14.03.01 Iron and steel::16.08 Other liquid biofuels,unchanged
esto_leap,14.03.01 Iron and steel,16.09 Other sources,14.03.01 Iron and steel::16.09 Other sources,14.03.01 Iron and steel::16.09 Other sources,unchanged
esto_leap,14.03.01 Iron and steel,16.10 Ammonia,14.03.01 Iron and steel::16.10 Ammonia,14.03.01 Iron and steel::16.10 Ammonia,unchanged
esto_leap,14.03.01 Iron and steel,16.11 E-fuel,14.03.01 Iron and steel::16.11 E-fuel,14.03.01 Iron and steel::16.11 E-fuel,unchanged
esto_leap,14.03.01 Iron and steel,16.12 Hydrogen,14.03.01 Iron and steel::16.12 Hydrogen,14.03.01 Iron and steel::16.12 Hydrogen,unchanged
esto_leap,14.03.01 Iron and steel,17 Electricity,14.03.01 Iron and steel::17 Electricity,14.03.01 Iron and steel::17 Electricity,unchanged
esto_leap,14.03.01 Iron and steel,18 Heat,14.03.01 Iron and steel::18 Heat,14.03.01 Iron and steel::18 Heat,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),01.02 Other bituminous coal,14.03.02 Chemical (incl. petrochemical)::01.02 Other bituminous coal,14.03.02 Chemical (incl. petrochemical)::01.02 Other bituminous coal,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),01.03 Sub-bituminous coal,14.03.02 Chemical (incl. petrochemical)::01.03 Sub-bituminous coal,14.03.02 Chemical (incl. petrochemical)::01.03 Sub-bituminous coal,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),01.04 Anthracite,14.03.02 Chemical (incl. petrochemical)::01.04 Anthracite,14.03.02 Chemical (incl. petrochemical)::01.04 Anthracite,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),01.05 Lignite,14.03.02 Chemical (incl. petrochemical)::01.05 Lignite,14.03.02 Chemical (incl. petrochemical)::01.05 Lignite,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),01.99 Coal nonspecified,14.03.02 Chemical (incl. petrochemical)::01.99 Coal nonspecified,14.03.02 Chemical (incl. petrochemical)::01.99 Coal nonspecified,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),02.01 Coke oven coke,14.03.02 Chemical (incl. petrochemical)::02.01 Coke oven coke,14.03.02 Chemical (incl. petrochemical)::02.01 Coke oven coke,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),02.03 Coke oven gas,14.03.02 Chemical (incl. petrochemical)::02.03 Coke oven gas,14.03.02 Chemical (incl. petrochemical)::02.03 Coke oven gas,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),02.04 Blast furnace gas,14.03.02 Chemical (incl. petrochemical)::02.04 Blast furnace gas,14.03.02 Chemical (incl. petrochemical)::02.04 Blast furnace gas,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),02.05 Other recovered gases,14.03.02 Chemical (incl. petrochemical)::02.05 Other recovered gases,14.03.02 Chemical (incl. petrochemical)::02.05 Other recovered gases,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),02.07 Coal tar,14.03.02 Chemical (incl. petrochemical)::02.07 Coal tar,14.03.02 Chemical (incl. petrochemical)::02.07 Coal tar,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),02.08 BKB/PB,14.03.02 Chemical (incl. petrochemical)::02.08 BKB/PB,14.03.02 Chemical (incl. petrochemical)::02.08 BKB/PB,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),06.01 Crude oil,14.03.02 Chemical (incl. petrochemical)::06.01 Crude oil,14.03.02 Chemical (incl. petrochemical)::06.01 Crude oil,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),06.03 Refinery feedstocks,14.03.02 Chemical (incl. petrochemical)::06.03 Refinery feedstocks,14.03.02 Chemical (incl. petrochemical)::06.03 Refinery feedstocks,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.01 Motor gasoline,14.03.02 Chemical (incl. petrochemical)::07.01 Motor gasoline,14.03.02 Chemical (incl. petrochemical)::07.01 Motor gasoline,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.02 Aviation gasoline,14.03.02 Chemical (incl. petrochemical)::07.02 Aviation gasoline,14.03.02 Chemical (incl. petrochemical)::07.02 Aviation gasoline,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.03 Naphtha,14.03.02 Chemical (incl. petrochemical)::07.03 Naphtha,14.03.02 Chemical (incl. petrochemical)::07.03 Naphtha,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.04 Gasoline type jet fuel,14.03.02 Chemical (incl. petrochemical)::07.04 Gasoline type jet fuel,14.03.02 Chemical (incl. petrochemical)::07.04 Gasoline type jet fuel,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.05 Kerosene type jet fuel,14.03.02 Chemical (incl. petrochemical)::07.05 Kerosene type jet fuel,14.03.02 Chemical (incl. petrochemical)::07.05 Kerosene type jet fuel,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.06 Kerosene,14.03.02 Chemical (incl. petrochemical)::07.06 Kerosene,14.03.02 Chemical (incl. petrochemical)::07.06 Kerosene,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.07 Gas/diesel oil,14.03.02 Chemical (incl. petrochemical)::07.07 Gas/diesel oil,14.03.02 Chemical (incl. petrochemical)::07.07 Gas/diesel oil,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.08 Fuel oil,14.03.02 Chemical (incl. petrochemical)::07.08 Fuel oil,14.03.02 Chemical (incl. petrochemical)::07.08 Fuel oil,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.09 LPG,14.03.02 Chemical (incl. petrochemical)::07.09 LPG,14.03.02 Chemical (incl. petrochemical)::07.09 LPG,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.10 Refinery gas (not liquefied),14.03.02 Chemical (incl. petrochemical)::07.10 Refinery gas (not liquefied),14.03.02 Chemical (incl. petrochemical)::07.10 Refinery gas (not liquefied),unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.11 Ethane,14.03.02 Chemical (incl. petrochemical)::07.11 Ethane,14.03.02 Chemical (incl. petrochemical)::07.11 Ethane,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.12 White spirit SBP,14.03.02 Chemical (incl. petrochemical)::07.12 White spirit SBP,14.03.02 Chemical (incl. petrochemical)::07.12 White spirit SBP,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.13 Lubricants,14.03.02 Chemical (incl. petrochemical)::07.13 Lubricants,14.03.02 Chemical (incl. petrochemical)::07.13 Lubricants,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.14 Bitumen,14.03.02 Chemical (incl. petrochemical)::07.14 Bitumen,14.03.02 Chemical (incl. petrochemical)::07.14 Bitumen,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.15 Paraffin waxes,14.03.02 Chemical (incl. petrochemical)::07.15 Paraffin waxes,14.03.02 Chemical (incl. petrochemical)::07.15 Paraffin waxes,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.16 Petroleum coke,14.03.02 Chemical (incl. petrochemical)::07.16 Petroleum coke,14.03.02 Chemical (incl. petrochemical)::07.16 Petroleum coke,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.17 Other products,14.03.02 Chemical (incl. petrochemical)::07.17 Other products,14.03.02 Chemical (incl. petrochemical)::07.17 Other products,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),07.99 PetProd nonspecified,14.03.02 Chemical (incl. petrochemical)::07.99 PetProd nonspecified,14.03.02 Chemical (incl. petrochemical)::07.99 PetProd nonspecified,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),08.01 Natural gas,14.03.02 Chemical (incl. petrochemical)::08.01 Natural gas,14.03.02 Chemical (incl. petrochemical)::08.01 Natural gas,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),08.03 Gas works gas,14.03.02 Chemical (incl. petrochemical)::08.03 Gas works gas,14.03.02 Chemical (incl. petrochemical)::08.03 Gas works gas,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),15.01 Fuelwood & woodwaste,14.03.02 Chemical (incl. petrochemical)::15.01 Fuelwood & woodwaste,14.03.02 Chemical (incl. petrochemical)::15.01 Fuelwood & woodwaste,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),15.02 Bagasse,14.03.02 Chemical (incl. petrochemical)::15.02 Bagasse,14.03.02 Chemical (incl. petrochemical)::15.02 Bagasse,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),15.03 Charcoal,14.03.02 Chemical (incl. petrochemical)::15.03 Charcoal,14.03.02 Chemical (incl. petrochemical)::15.03 Charcoal,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),15.04 Black liquor,14.03.02 Chemical (incl. petrochemical)::15.04 Black liquor,14.03.02 Chemical (incl. petrochemical)::15.04 Black liquor,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),15.05 Other biomass,14.03.02 Chemical (incl. petrochemical)::15.05 Other biomass,14.03.02 Chemical (incl. petrochemical)::15.05 Other biomass,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.01 Biogas,14.03.02 Chemical (incl. petrochemical)::16.01 Biogas,14.03.02 Chemical (incl. petrochemical)::16.01 Biogas,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.02 Industrial waste,14.03.02 Chemical (incl. petrochemical)::16.02 Industrial waste,14.03.02 Chemical (incl. petrochemical)::16.02 Industrial waste,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.03 Municipal solid waste (renewable),14.03.02 Chemical (incl. petrochemical)::16.03 Municipal solid waste (renewable),14.03.02 Chemical (incl. petrochemical)::16.03 Municipal solid waste (renewable),unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.04 Municipal solid waste (non-renewable),14.03.02 Chemical (incl. petrochemical)::16.04 Municipal solid waste (non-renewable),14.03.02 Chemical (incl. petrochemical)::16.04 Municipal solid waste (non-renewable),unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.05 Biogasoline,14.03.02 Chemical (incl. petrochemical)::16.05 Biogasoline,14.03.02 Chemical (incl. petrochemical)::16.05 Biogasoline,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.06 Biodiesel,14.03.02 Chemical (incl. petrochemical)::16.06 Biodiesel,14.03.02 Chemical (incl. petrochemical)::16.06 Biodiesel,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.07 Bio jet kerosene,14.03.02 Chemical (incl. petrochemical)::16.07 Bio jet kerosene,14.03.02 Chemical (incl. petrochemical)::16.07 Bio jet kerosene,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.08 Other liquid biofuels,14.03.02 Chemical (incl. petrochemical)::16.08 Other liquid biofuels,14.03.02 Chemical (incl. petrochemical)::16.08 Other liquid biofuels,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.09 Other sources,14.03.02 Chemical (incl. petrochemical)::16.09 Other sources,14.03.02 Chemical (incl. petrochemical)::16.09 Other sources,unchanged
esto_leap,14.03.02 Chemical (incl. petrochemical),16.12 Hydrogen,14.03.02 Chemical (incl. petrochemical)::16.12 Hydrogen,14.03.02 Chemical (incl. petrochemical)::16.12 Hydrogen,unchanged
