flows,products,is_subtotal,structural_origin,structural_rule_ids,structural_parent_flow,structural_parent_product,rollup_modes,rollup_group_ids
"09.01.01,09.02.01 Electricity plants",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.06 Kerosene,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.08 Fuel oil,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.09 LPG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.14 Bitumen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.16 Petroleum coke,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.17 Other products,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",08.01 Natural gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",08.02 LNG,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",08.03 Gas works gas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",09 Nuclear,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",10 Hydro,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",11 Geothermal,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants","13 Tide, wave, ocean",False,active_mapping,ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",14 Wind,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",15.02 Bagasse,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",15.04 Black liquor,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",15.05 Other biomass,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.01 Biogas,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.02 Industrial waste,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.06 Biodiesel,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.09 Other sources,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.10 Ammonia,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",16.12 Hydrogen,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",17 Electricity,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01,09.02.01 Electricity plants",18 Heat,False,active_mapping,leap_combined_esto|ninth_pairs_to_esto_pairs,,,,
"09.01.01.01,09.02.01.01 Coal power",01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",01.99 Coal nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.02 Gas coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.03 Coke oven gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.04 Blast furnace gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.05 Other recovered gases,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.06 Patent fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.07 Coal tar,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",03 Peat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",04 Peat products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.09 LPG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.17 Other products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",08.02 LNG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",08.03 Gas works gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",08.99 Gas nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",09 Nuclear,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",10 Hydro,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",11 Geothermal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",14 Wind,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",15.02 Bagasse,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",15.03 Charcoal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",15.04 Black liquor,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.01 Biogas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.02 Industrial waste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.09 Other sources,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.10 Ammonia,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.11 E-fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",16.12 Hydrogen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",17 Electricity,False,active_mapping,leap_combined_esto,,,,
"09.01.01.01,09.02.01.01 Coal power",18 Heat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",01.99 Coal nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.02 Gas coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.03 Coke oven gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.04 Blast furnace gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.05 Other recovered gases,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.06 Patent fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.07 Coal tar,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",03 Peat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",04 Peat products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.09 LPG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.17 Other products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",08.02 LNG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",08.03 Gas works gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",08.99 Gas nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",09 Nuclear,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",10 Hydro,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",11 Geothermal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",14 Wind,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",15.02 Bagasse,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",15.03 Charcoal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",15.04 Black liquor,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.01 Biogas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.02 Industrial waste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.09 Other sources,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.10 Ammonia,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.11 E-fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",16.12 Hydrogen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",17 Electricity,False,active_mapping,leap_combined_esto,,,,
"09.01.01.02,09.02.01.02 Coal power CCS",18 Heat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",01.99 Coal nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.02 Gas coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.03 Coke oven gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.04 Blast furnace gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.05 Other recovered gases,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.06 Patent fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.07 Coal tar,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",03 Peat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",04 Peat products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.09 LPG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.17 Other products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",08.02 LNG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",08.03 Gas works gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",08.99 Gas nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",09 Nuclear,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",10 Hydro,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",11 Geothermal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",14 Wind,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",15.02 Bagasse,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",15.03 Charcoal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",15.04 Black liquor,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.01 Biogas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.02 Industrial waste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.09 Other sources,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.10 Ammonia,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.11 E-fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",16.12 Hydrogen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",17 Electricity,False,active_mapping,leap_combined_esto,,,,
"09.01.01.03,09.02.01.03 Coal hydrogen blended",18 Heat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
