flows,products,is_subtotal,structural_origin,structural_rule_ids,structural_parent_flow,structural_parent_product,rollup_modes,rollup_group_ids
"09.01.01.04,09.02.01.04 Gas power",01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",01.99 Coal nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.02 Gas coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.03 Coke oven gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.04 Blast furnace gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.05 Other recovered gases,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.06 Patent fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.07 Coal tar,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",03 Peat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",04 Peat products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.09 LPG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.17 Other products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",08.02 LNG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",08.03 Gas works gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",08.99 Gas nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",09 Nuclear,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",10 Hydro,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",11 Geothermal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",14 Wind,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",15.02 Bagasse,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",15.03 Charcoal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",15.04 Black liquor,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.01 Biogas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.02 Industrial waste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.09 Other sources,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.10 Ammonia,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.11 E-fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",16.12 Hydrogen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",17 Electricity,False,active_mapping,leap_combined_esto,,,,
"09.01.01.04,09.02.01.04 Gas power",18 Heat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",01.99 Coal nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.02 Gas coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.03 Coke oven gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.04 Blast furnace gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.05 Other recovered gases,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.06 Patent fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.07 Coal tar,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",03 Peat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",04 Peat products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.09 LPG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.17 Other products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",08.02 LNG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",08.03 Gas works gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",08.99 Gas nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",09 Nuclear,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",10 Hydro,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",11 Geothermal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",14 Wind,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",15.02 Bagasse,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",15.03 Charcoal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",15.04 Black liquor,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.01 Biogas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.02 Industrial waste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.09 Other sources,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.10 Ammonia,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.11 E-fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",16.12 Hydrogen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",17 Electricity,False,active_mapping,leap_combined_esto,,,,
"09.01.01.05,09.02.01.05 Gas power CCS",18 Heat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",01.01 Coking coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",01.02 Other bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",01.03 Sub-bituminous coal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",01.04 Anthracite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",01.05 Lignite,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",01.99 Coal nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.01 Coke oven coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.02 Gas coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.03 Coke oven gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.04 Blast furnace gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.05 Other recovered gases,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.06 Patent fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.07 Coal tar,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",02.08 BKB/PB,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",03 Peat,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",04 Peat products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",06.01 Crude oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",06.02 Natural gas liquids,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",06.04 Additives/ oxygenates,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.01 Motor gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.02 Aviation gasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.03 Naphtha,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.04 Gasoline type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.05 Kerosene type jet fuel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.06 Kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.07 Gas/diesel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.08 Fuel oil,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.09 LPG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.10 Refinery gas (not liquefied),False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.11 Ethane,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.12 White spirit SBP,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.13 Lubricants,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.14 Bitumen,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.15 Paraffin waxes,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.16 Petroleum coke,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.17 Other products,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",07.99 PetProd nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",08.01 Natural gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",08.02 LNG,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",08.03 Gas works gas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",08.99 Gas nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",09 Nuclear,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",10 Hydro,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",11 Geothermal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",12.01 of which: Photovoltaics,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",12.99 Solar nonspecified,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",14 Wind,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",15.01 Fuelwood & woodwaste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",15.02 Bagasse,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",15.03 Charcoal,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",15.04 Black liquor,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",15.05 Other biomass,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.01 Biogas,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.02 Industrial waste,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.03 Municipal solid waste (renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.04 Municipal solid waste (non-renewable),False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.05 Biogasoline,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.06 Biodiesel,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.07 Bio jet kerosene,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.08 Other liquid biofuels,False,active_mapping,leap_combined_esto,,,,
"09.01.01.06,09.02.01.06 Geothermal",16.09 Other sources,False,active_mapping,leap_combined_esto,,,,
